10000 100000
8243 9205 1000000
7078 6890 1000000
360 5385 1000000
5183 3031 -210229
1871 5822 1000000
1483 9478 1000000
7231 6890 1000000
9562 8706 1000000
7336 3594 1000000
7590 5822 1000000
5677 9478 1000000
459 5385 1000000
8521 7805 -218529
9657 8706 1000000
6277 3959 -213549
1080 5822 1000000
1179 9478 1000000
8876 9205 1000000
6464 9205 1000000
3805 5822 1000000
1440 9205 1000000
4256 7824 1000000
928 6910 -215699
7452 4170 1000000
7104 87 -216181
3367 3594 1000000
1608 3594 1000000
5184 8706 1000000
6234 7824 1000000
7493 5385 1000000
7397 5822 1000000
3083 7824 1000000
5308 8706 1000000
7380 9205 1000000
4014 4170 1000000
2218 6890 1000000
9402 3594 1000000
7691 6890 1000000
8114 5822 1000000
6346 9478 1000000
7106 3594 1000000
315 9205 1000000
1408 5385 1000000
1019 9478 1000000
5804 8387 -215401
9025 8706 1000000
4471 5822 1000000
8827 6890 1000000
3378 4170 1000000
6247 7824 1000000
968 3084 -215748
4938 3594 1000000
2325 9478 1000000
4455 7967 -218525
8790 5822 1000000
8080 4170 1000000
6554 9205 1000000
1771 5822 1000000
7325 6890 1000000
165 5822 1000000
5008 8706 1000000
3319 5385 1000000
4814 7824 1000000
1316 4170 1000000
2520 5822 1000000
447 5385 1000000
4802 9205 1000000
4485 3594 1000000
29 5822 1000000
9881 6890 1000000
3990 5385 1000000
4728 8706 1000000
41 5385 1000000
4575 5822 1000000
6959 5822 1000000
6066 7824 1000000
8776 9478 1000000
811 5822 1000000
7011 5385 1000000
965 3594 1000000
3361 7824 1000000
8638 5822 1000000
7553 3594 1000000
6060 7671 -211418
3754 5385 1000000
6908 5385 1000000
1629 7824 1000000
5229 7317 -212863
2005 3594 1000000
1111 3594 1000000
8028 3594 1000000
2821 7824 1000000
1501 5385 1000000
7015 7415 -213526
2872 7824 1000000
3517 2712 -217027
4893 7824 1000000
8417 4170 1000000
2272 3594 1000000
3173 5822 1000000
261 3594 1000000
6700 8706 1000000
8729 4170 1000000
4684 4367 -212531
8244 5395 -211069
9624 7824 1000000
845 8706 1000000
8860 6890 1000000
1356 9205 1000000
9943 9478 1000000
9900 6890 1000000
4573 9205 1000000
8975 8706 1000000
1210 8706 1000000
4827 6890 1000000
1561 4170 1000000
8219 9478 1000000
1985 3594 1000000
1301 9478 1000000
7438 9205 1000000
8020 9205 1000000
2226 3594 1000000
5382 5822 1000000
8534 9205 1000000
9737 9478 1000000
2019 3594 1000000
4091 8706 1000000
2344 4170 1000000
2754 8706 1000000
3764 4170 1000000
6696 6890 1000000
365 9205 1000000
9291 7824 1000000
2365 7824 1000000
2342 4170 1000000
5734 7824 1000000
8496 8984 -217666
9284 9478 1000000
4069 5822 1000000
9706 9205 1000000
3613 8706 1000000
3308 9205 1000000
5671 8706 1000000
1014 5822 1000000
9617 9205 1000000
1416 9478 1000000
8205 6890 1000000
9781 7824 1000000
3866 5822 1000000
8532 6903 -216250
8092 9667 -218930
1576 4141 -214346
1450 5822 1000000
5153 9205 1000000
5291 3594 1000000
3330 6890 1000000
1081 9478 1000000
5467 5822 1000000
646 4170 1000000
7511 6890 1000000
2887 6890 1000000
9652 8706 1000000
6347 8706 1000000
3055 5822 1000000
2707 3594 1000000
5705 4170 1000000
6919 6890 1000000
3920 5822 1000000
8220 6890 1000000
4789 4170 1000000
3656 1933 -213875
289 5822 1000000
5995 5822 1000000
994 8706 1000000
9379 9205 1000000
2396 5822 1000000
5966 7824 1000000
9683 6890 1000000
8763 3594 1000000
7409 9205 1000000
5716 5822 1000000
4193 5822 1000000
3275 5385 1000000
4261 6890 1000000
2894 9478 1000000
5177 9478 1000000
1176 5822 1000000
943 5822 1000000
4368 3594 1000000
1434 9478 1000000
3140 1810 -214209
7940 5822 1000000
4555 3594 1000000
578 9478 1000000
1455 5385 1000000
5897 6890 1000000
6282 8706 1000000
5516 5822 1000000
7696 9478 1000000
549 5822 1000000
7734 8706 1000000
422 5385 1000000
8502 3594 1000000
4272 7824 1000000
1228 3594 1000000
8314 8254 -215241
3684 6890 1000000
7635 8706 1000000
5455 4170 1000000
4568 3746 -217156
4031 9478 1000000
1980 7824 1000000
1018 9478 1000000
2908 4170 1000000
3187 1239 -215279
1323 5385 1000000
7500 9478 1000000
7591 3594 1000000
2659 7824 1000000
9090 7824 1000000
2939 6890 1000000
918 4170 1000000
4775 9478 1000000
5442 9478 1000000
86 3594 1000000
4689 5822 1000000
4237 9478 1000000
9524 6890 1000000
5023 5822 1000000
1997 4170 1000000
7464 7824 1000000
5987 9205 1000000
1407 5385 1000000
2333 9478 1000000
8665 8706 1000000
3365 7824 1000000
2087 4925 -210735
6322 7824 1000000
3062 4170 1000000
4109 4170 1000000
5431 9478 1000000
1089 3594 1000000
63 6059 -218024
2010 3594 1000000
2338 9205 1000000
8489 5385 1000000
1399 9281 -219424
4719 8752 -214696
4808 7824 1000000
1881 7824 1000000
1171 5385 1000000
2662 6890 1000000
4098 9205 1000000
7389 9478 1000000
4783 9205 1000000
7761 9478 1000000
8510 6890 1000000
4025 7824 1000000
5361 4170 1000000
111 4170 1000000
6446 5385 1000000
7450 8706 1000000
784 3594 1000000
9686 6525 -217037
6356 2969 -215619
8082 3594 1000000
1527 9205 1000000
9952 8706 1000000
1066 4170 1000000
2976 5822 1000000
8999 6890 1000000
1933 8706 1000000
1190 3594 1000000
8227 9205 1000000
898 2784 -216558
4785 5385 1000000
1074 3594 1000000
5126 5822 1000000
682 8706 1000000
4317 6890 1000000
434 5822 1000000
5702 9478 1000000
9454 4170 1000000
8578 5822 1000000
2593 9478 1000000
5021 6890 1000000
7825 9205 1000000
7618 3594 1000000
3338 7824 1000000
813 6890 1000000
748 1624 -217669
699 6890 1000000
6266 6890 1000000
7898 9205 1000000
8820 3594 1000000
9253 9478 1000000
2452 4170 1000000
1296 8706 1000000
1221 5808 -219364
7347 3594 1000000
5419 7824 1000000
1604 5822 1000000
5871 9205 1000000
3550 7824 1000000
8295 8706 1000000
1735 6890 1000000
6397 6890 1000000
9754 5385 1000000
2293 3594 1000000
2544 6890 1000000
603 9205 1000000
533 7824 1000000
4852 6890 1000000
6978 4170 1000000
9143 6890 1000000
9956 3594 1000000
5342 9205 1000000
9739 6890 1000000
2144 5385 1000000
7929 4833 -210972
1032 6890 1000000
2334 9478 1000000
6663 5822 1000000
5938 9478 1000000
7052 8706 1000000
3095 3594 1000000
7450 3594 1000000
5734 3594 1000000
6250 5385 1000000
9965 3594 1000000
865 4170 1000000
7907 8706 1000000
9918 5822 1000000
581 7824 1000000
9425 4170 1000000
9417 9205 1000000
6662 7824 1000000
3411 1210 -214118
6576 5385 1000000
4280 8706 1000000
1384 3594 1000000
9906 1413 -213994
7174 7824 1000000
5520 4170 1000000
810 7188 -213431
6729 7731 -210192
6941 5385 1000000
1961 9478 1000000
7978 3594 1000000
8334 5822 1000000
5577 4170 1000000
3997 6890 1000000
3334 5822 1000000
6878 9205 1000000
9464 5870 -218311
3949 8706 1000000
8386 5385 1000000
1895 5822 1000000
2184 9478 1000000
2259 9205 1000000
619 2856 -217638
8174 4170 1000000
6091 4170 1000000
1240 7824 1000000
3689 9478 1000000
5337 9205 1000000
7266 9478 1000000
1974 3594 1000000
2480 9478 1000000
9493 9478 1000000
4942 4170 1000000
6077 9478 1000000
6065 5385 1000000
4963 5385 1000000
8697 6890 1000000
6008 3594 1000000
1635 3594 1000000
2015 3594 1000000
6554 8706 1000000
8286 5822 1000000
9212 8706 1000000
4187 5822 1000000
2879 3594 1000000
9329 8706 1000000
9881 9478 1000000
2512 9205 1000000
8416 7824 1000000
9804 5385 1000000
9802 3594 1000000
1081 6890 1000000
5002 7824 1000000
6721 7824 1000000
3708 9205 1000000
3723 7824 1000000
6525 6890 1000000
5521 7785 -218047
8668 8706 1000000
9338 6890 1000000
1009 5385 1000000
4110 9478 1000000
1918 8706 1000000
3663 7824 1000000
6714 5385 1000000
3196 9205 1000000
3476 9205 1000000
4132 9205 1000000
9980 5822 1000000
6363 9478 1000000
3302 7423 -209947
9194 4170 1000000
1719 8706 1000000
4283 4170 1000000
5425 8706 1000000
2791 5385 1000000
4437 4170 1000000
2250 6890 1000000
6752 8706 1000000
9296 5822 1000000
8826 3594 1000000
370 8706 1000000
7485 9478 1000000
2989 8706 1000000
9679 3594 1000000
4434 7824 1000000
59 7919 -216363
553 9205 1000000
93 7824 1000000
5318 1512 -213826
6401 2734 -216931
4646 9205 1000000
1191 4170 1000000
385 9205 1000000
2334 5385 1000000
4487 6890 1000000
6601 9478 1000000
1464 5822 1000000
5241 7824 1000000
7769 3594 1000000
6488 8706 1000000
387 9205 1000000
4405 6890 1000000
4287 8706 1000000
9218 9205 1000000
6110 3594 1000000
8238 7824 1000000
7552 5385 1000000
6281 5822 1000000
811 8505 -212535
7346 9478 1000000
4013 9478 1000000
1088 3594 1000000
8016 6890 1000000
8141 7570 -215389
9510 6890 1000000
1663 5822 1000000
9755 3594 1000000
8738 7824 1000000
6321 8706 1000000
7745 5385 1000000
8759 6890 1000000
5354 4170 1000000
3782 7654 -212119
7157 3594 1000000
2871 4170 1000000
4766 3594 1000000
1713 4170 1000000
7161 9478 1000000
7527 5822 1000000
5203 7824 1000000
9874 5822 1000000
528 7824 1000000
7607 5385 1000000
6829 4170 1000000
912 7824 1000000
9150 5385 1000000
4842 5526 -215223
8447 8706 1000000
4326 3594 1000000
9529 6890 1000000
9223 7824 1000000
5826 5385 1000000
4423 3594 1000000
1066 5822 1000000
5066 3594 1000000
2302 4170 1000000
6069 4706 -210943
4588 6890 1000000
7052 9205 1000000
7495 6140 -212129
1082 4170 1000000
7262 5385 1000000
7981 8706 1000000
8779 4170 1000000
3057 9478 1000000
6528 5385 1000000
123 3594 1000000
9203 8706 1000000
4692 4170 1000000
9286 9478 1000000
6107 7824 1000000
4709 6890 1000000
4140 5385 1000000
7507 6890 1000000
7820 4170 1000000
7279 6890 1000000
318 9205 1000000
5378 6890 1000000
8842 8706 1000000
2812 8706 1000000
4799 6890 1000000
1510 3594 1000000
7715 6890 1000000
3332 8706 1000000
9808 9478 1000000
4755 5385 1000000
3134 9478 1000000
3626 9205 1000000
7514 3594 1000000
2997 7824 1000000
8520 5385 1000000
5461 6890 1000000
9854 5385 1000000
2944 4170 1000000
7189 5385 1000000
1229 8706 1000000
2635 8706 1000000
4760 5385 1000000
6636 6890 1000000
3246 9205 1000000
7087 4170 1000000
9288 8706 1000000
4937 8706 1000000
1173 3594 1000000
4438 532 -211720
6118 5385 1000000
5812 9205 1000000
5243 5822 1000000
7850 3594 1000000
3512 5822 1000000
3248 7824 1000000
9237 9478 1000000
8455 9478 1000000
7172 7824 1000000
477 5822 1000000
8103 9205 1000000
501 5385 1000000
4233 5822 1000000
2196 3594 1000000
8538 9205 1000000
416 6890 1000000
570 3594 1000000
7016 9205 1000000
2101 7824 1000000
5945 8706 1000000
8248 4170 1000000
3466 9478 1000000
5275 233 -215677
8711 9205 1000000
2714 9478 1000000
2791 9478 1000000
2488 7824 1000000
7131 5385 1000000
1651 8706 1000000
410 5822 1000000
2607 7100 -219272
9121 7824 1000000
7341 7824 1000000
6625 8706 1000000
4802 5385 1000000
2894 8706 1000000
4869 1902 -216291
1181 5385 1000000
7192 3594 1000000
7270 4693 -209878
8788 9205 1000000
3856 5822 1000000
5289 3594 1000000
3639 9478 1000000
3631 9478 1000000
9984 9205 1000000
6883 4484 -214458
8312 3594 1000000
1851 8706 1000000
195 4170 1000000
7083 1540 -219237
3678 9478 1000000
5265 6890 1000000
9168 5822 1000000
9109 8706 1000000
8441 9205 1000000
9036 5385 1000000
4484 5822 1000000
2304 4170 1000000
799 6890 1000000
9077 3594 1000000
7300 3594 1000000
5014 8706 1000000
6546 4831 -215791
8128 9478 1000000
3495 8706 1000000
4522 8706 1000000
7061 7824 1000000
7203 6890 1000000
8427 9478 1000000
2317 9478 1000000
329 5822 1000000
9177 6890 1000000
1061 6890 1000000
4322 9205 1000000
8079 7824 1000000
9266 6890 1000000
7186 4170 1000000
4434 4561 -218550
4998 3594 1000000
2587 9205 1000000
5935 5385 1000000
3957 9478 1000000
3600 5385 1000000
4514 9478 1000000
1860 7824 1000000
2404 4170 1000000
8940 8706 1000000
370 9205 1000000
7848 5800 -211654
7694 5981 -211857
8132 4170 1000000
9026 3594 1000000
590 8706 1000000
7200 7824 1000000
6048 2280 -211954
7726 4170 1000000
5620 5822 1000000
7797 5822 1000000
2020 8706 1000000
2648 8706 1000000
4031 5385 1000000
9674 8706 1000000
205 2840 -217077
3234 3079 -210011
519 9205 1000000
4276 6890 1000000
8812 8706 1000000
9951 6890 1000000
3771 5822 1000000
5202 5385 1000000
3866 9205 1000000
5521 8706 1000000
4668 9205 1000000
666 5822 1000000
1350 4170 1000000
1664 9205 1000000
3438 5822 1000000
8886 3594 1000000
7699 5822 1000000
8154 3594 1000000
7519 5822 1000000
9105 6890 1000000
3525 5385 1000000
3360 3937 -209783
7764 6890 1000000
6053 2831 -210067
8173 3910 -214395
4268 5385 1000000
3372 5385 1000000
4560 7824 1000000
1169 8706 1000000
5497 3594 1000000
9801 7824 1000000
1879 9478 1000000
8090 8706 1000000
945 8706 1000000
9833 6890 1000000
709 7824 1000000
6741 5385 1000000
2491 1364 -214509
9379 4503 -209934
5290 7824 1000000
4360 9205 1000000
3953 5822 1000000
9189 3594 1000000
1677 5822 1000000
6162 4170 1000000
3732 7824 1000000
4209 7824 1000000
7015 6890 1000000
3416 9478 1000000
6912 6890 1000000
1022 4170 1000000
7190 9205 1000000
9316 7824 1000000
9558 6890 1000000
2999 5822 1000000
8296 8706 1000000
8122 5116 -213441
7979 5385 1000000
4614 5106 -216401
5494 6040 -219089
1714 5385 1000000
6650 6890 1000000
7631 9205 1000000
7882 4170 1000000
5669 4170 1000000
1227 9478 1000000
561 6890 1000000
429 4170 1000000
7457 5822 1000000
9004 6890 1000000
7342 4170 1000000
8549 3594 1000000
6767 5822 1000000
6372 9205 1000000
4058 4170 1000000
8174 3594 1000000
3054 9205 1000000
6118 5822 1000000
3157 4170 1000000
6134 8242 -214360
9132 4170 1000000
2788 5822 1000000
8844 7824 1000000
7047 4170 1000000
6743 6362 -217503
2515 6890 1000000
9759 1012 -216137
8212 5385 1000000
5983 9205 1000000
1958 5822 1000000
3555 5822 1000000
3150 5822 1000000
8432 4170 1000000
3161 7824 1000000
6259 5822 1000000
1217 9478 1000000
7343 3594 1000000
4014 8706 1000000
8400 6890 1000000
4908 4170 1000000
7865 5385 1000000
2426 5822 1000000
3812 8706 1000000
6903 8706 1000000
9484 3309 -214069
3833 3594 1000000
3242 4170 1000000
507 9205 1000000
6065 4170 1000000
6697 9205 1000000
3759 5822 1000000
5332 9205 1000000
8929 5822 1000000
9284 9205 1000000
7029 9205 1000000
5125 7824 1000000
1144 3594 1000000
9855 5822 1000000
83 9767 -213077
1248 7824 1000000
9989 6890 1000000
7527 9478 1000000
8833 9205 1000000
4577 9205 1000000
7129 5385 1000000
7285 1535 -211214
896 9205 1000000
6671 9478 1000000
5028 9205 1000000
3049 4170 1000000
9163 6890 1000000
4251 3443 -214163
5899 6890 1000000
1581 2497 -211866
1587 5822 1000000
4528 5385 1000000
85 8706 1000000
8287 4170 1000000
302 6890 1000000
5042 9205 1000000
5800 5385 1000000
7785 3594 1000000
5373 4170 1000000
2867 7824 1000000
5011 8706 1000000
6503 9205 1000000
5468 854 -215476
9062 8706 1000000
2287 7824 1000000
2948 2961 -219260
6542 3594 1000000
9554 9478 1000000
4234 4170 1000000
3414 5822 1000000
1533 8706 1000000
9541 5385 1000000
6117 5385 1000000
3683 8706 1000000
447 4170 1000000
5462 8706 1000000
4884 5822 1000000
9750 8706 1000000
9146 4170 1000000
9559 5822 1000000
2058 9478 1000000
3913 6890 1000000
2538 9478 1000000
3919 6890 1000000
4876 9478 1000000
2101 9205 1000000
7977 4170 1000000
6374 9205 1000000
7034 5385 1000000
9831 3594 1000000
6108 9205 1000000
8931 8706 1000000
4543 4170 1000000
1864 8706 1000000
7859 9478 1000000
5241 5385 1000000
4264 9478 1000000
2215 3594 1000000
767 9478 1000000
5974 5822 1000000
8742 8706 1000000
4133 9478 1000000
3434 3594 1000000
6477 5385 1000000
7656 4170 1000000
647 5822 1000000
5754 8706 1000000
7479 6890 1000000
2233 7824 1000000
3193 9478 1000000
2908 7824 1000000
1825 8706 1000000
6039 5822 1000000
8611 4170 1000000
2192 6890 1000000
1074 5385 1000000
8621 545 -212171
7377 9205 1000000
4768 5385 1000000
4236 5385 1000000
315 6802 -212575
77 9205 1000000
2465 9205 1000000
4065 3594 1000000
4411 8706 1000000
5008 6890 1000000
4445 8706 1000000
5932 9205 1000000
3371 6890 1000000
7056 5822 1000000
9877 9205 1000000
872 2506 -217227
53 7824 1000000
5966 9478 1000000
731 4170 1000000
5880 3594 1000000
9024 9205 1000000
345 5822 1000000
6728 8706 1000000
8487 9478 1000000
4723 3877 -212660
3734 7074 -217238
9965 8706 1000000
6468 4480 -210275
3023 7824 1000000
8325 5822 1000000
5164 9205 1000000
9042 5385 1000000
167 7824 1000000
1395 7824 1000000
7874 5822 1000000
7222 9205 1000000
8457 9205 1000000
1005 9478 1000000
6171 8706 1000000
7185 3594 1000000
1388 9205 1000000
2047 3594 1000000
9906 4170 1000000
8908 6776 -217701
8206 3594 1000000
6954 6890 1000000
2400 6306 -210720
6888 4440 -217971
5223 2233 -219451
8669 9478 1000000
4802 6890 1000000
7877 5385 1000000
4160 9478 1000000
1813 9478 1000000
2151 9478 1000000
1077 9205 1000000
3515 4170 1000000
8027 5822 1000000
8740 3594 1000000
8041 8157 -214783
5021 5385 1000000
7321 6890 1000000
3061 9250 -216161
5991 6890 1000000
1985 5822 1000000
4909 4170 1000000
4460 8706 1000000
1205 9478 1000000
5566 4170 1000000
145 5385 1000000
9056 7824 1000000
7370 9478 1000000
8128 6890 1000000
8828 8706 1000000
6062 3594 1000000
4948 9205 1000000
1167 4170 1000000
1570 2964 -210794
9619 5822 1000000
1049 7824 1000000
8648 9478 1000000
4932 5207 -216044
1761 3302 -209946
5808 7824 1000000
3783 4170 1000000
3801 9478 1000000
2040 8706 1000000
7497 7824 1000000
4083 5385 1000000
9617 5385 1000000
4901 4170 1000000
4420 5822 1000000
2372 4170 1000000
2086 5385 1000000
7943 7824 1000000
325 4170 1000000
4837 7824 1000000
3226 5385 1000000
3983 5822 1000000
8676 8706 1000000
7966 9205 1000000
753 5822 1000000
3964 9478 1000000
2945 6890 1000000
8748 5822 1000000
4142 8706 1000000
1182 9478 1000000
6157 8706 1000000
6429 9478 1000000
9247 5385 1000000
9675 8706 1000000
6272 4170 1000000
3886 5822 1000000
9428 9478 1000000
8304 4170 1000000
5585 9478 1000000
102 5822 1000000
8808 5822 1000000
2035 8706 1000000
4128 3594 1000000
276 9478 1000000
4535 4170 1000000
9886 4170 1000000
2537 3594 1000000
5150 6890 1000000
1577 7257 -212023
8202 7859 -216073
7905 5822 1000000
8237 9205 1000000
7151 9478 1000000
8242 6890 1000000
5655 6890 1000000
3222 7266 -219013
2752 354 -214545
4387 6890 1000000
276 5385 1000000
641 5385 1000000
1898 4170 1000000
9653 7824 1000000
3857 8706 1000000
2400 6890 1000000
9212 9478 1000000
8394 4170 1000000
8418 5385 1000000
6457 4170 1000000
1578 8706 1000000
5468 7824 1000000
1138 6890 1000000
5634 9478 1000000
1511 9478 1000000
966 6890 1000000
3934 7824 1000000
6986 5822 1000000
9254 5385 1000000
8629 5385 1000000
4124 5385 1000000
7433 6890 1000000
4048 5822 1000000
8026 4170 1000000
9614 4170 1000000
2434 5385 1000000
4953 9478 1000000
6307 2932 -213739
4856 9478 1000000
7640 9205 1000000
5558 5385 1000000
9344 6890 1000000
892 8706 1000000
5911 9205 1000000
7239 4170 1000000
4528 3594 1000000
9060 6890 1000000
1145 9478 1000000
8110 5822 1000000
1584 5385 1000000
452 6890 1000000
6516 3594 1000000
1033 9478 1000000
9986 277 -218508
4453 6890 1000000
986 1708 -219701
7099 9478 1000000
8179 9478 1000000
5951 7727 -218967
8501 5385 1000000
1672 9205 1000000
3810 6890 1000000
6948 8758 -211469
5216 9205 1000000
1252 8706 1000000
8337 5385 1000000
413 5385 1000000
9156 3594 1000000
4525 9947 -212421
6323 9205 1000000
9651 6890 1000000
5230 5385 1000000
2755 9205 1000000
9402 9478 1000000
738 8706 1000000
7173 8706 1000000
8705 7824 1000000
8073 4170 1000000
7133 4170 1000000
3187 3594 1000000
5937 9478 1000000
1333 6890 1000000
8343 4170 1000000
5754 9478 1000000
287 8706 1000000
1001 392 -218230
7231 4170 1000000
9861 7761 -214057
9870 7824 1000000
6311 9205 1000000
6659 8706 1000000
1402 9478 1000000
6917 9478 1000000
1469 9478 1000000
1933 3594 1000000
6319 6890 1000000
526 5822 1000000
654 9205 1000000
3090 5822 1000000
1346 9287 -210863
9308 7824 1000000
7560 8706 1000000
8095 3594 1000000
367 5385 1000000
2958 9205 1000000
5690 4170 1000000
2471 9205 1000000
1758 3594 1000000
2638 6890 1000000
2137 6288 -212759
3053 8706 1000000
8701 5385 1000000
8593 8572 -217792
9802 4170 1000000
3734 4170 1000000
5997 7824 1000000
9826 9205 1000000
9527 8706 1000000
8650 9806 -210632
581 3594 1000000
4492 5385 1000000
5781 7824 1000000
1203 2094 -211861
7102 5385 1000000
8062 4170 1000000
1593 3594 1000000
5226 3594 1000000
1773 3594 1000000
5481 6890 1000000
5992 9205 1000000
1277 9478 1000000
1662 7824 1000000
2165 6890 1000000
7170 3594 1000000
387 9478 1000000
4539 7533 -212645
8675 9478 1000000
8455 9205 1000000
7725 6890 1000000
4005 4170 1000000
8368 5822 1000000
1961 8706 1000000
2288 3025 -212626
6995 9478 1000000
2469 5385 1000000
9464 4170 1000000
1038 9205 1000000
9319 5385 1000000
4495 4170 1000000
5958 7824 1000000
7739 3594 1000000
6169 4358 -209983
1432 9205 1000000
5470 8706 1000000
8580 5385 1000000
3352 5385 1000000
304 4170 1000000
5340 5822 1000000
4916 7824 1000000
8793 4170 1000000
5564 3594 1000000
223 7824 1000000
7456 9478 1000000
6077 2107 -214797
3972 5385 1000000
6356 6890 1000000
3795 3594 1000000
7390 4179 -211094
6075 3594 1000000
4110 8706 1000000
78 5385 1000000
7516 6890 1000000
6879 7824 1000000
2196 7824 1000000
1350 8011 -211937
1129 4170 1000000
3746 5385 1000000
2700 9478 1000000
6614 5385 1000000
4861 5822 1000000
4474 9478 1000000
6861 7824 1000000
1764 8677 -219552
4449 5385 1000000
8988 8706 1000000
2344 6890 1000000
8300 9478 1000000
4962 7824 1000000
4417 7824 1000000
9653 6890 1000000
125 494 -218466
2400 3594 1000000
1769 5385 1000000
8052 8706 1000000
4771 4170 1000000
9366 9478 1000000
5384 3594 1000000
190 8706 1000000
836 8706 1000000
7394 9205 1000000
7495 9478 1000000
1795 4170 1000000
8695 3594 1000000
5116 5385 1000000
1502 8706 1000000
4808 4170 1000000
1797 8706 1000000
874 889 -217736
4803 6890 1000000
5855 9205 1000000
3149 9205 1000000
9600 8706 1000000
9178 3594 1000000
5509 6890 1000000
8158 3594 1000000
3265 6890 1000000
6218 8256 -210000
3962 5385 1000000
4403 7824 1000000
857 9478 1000000
5204 5822 1000000
6298 4170 1000000
686 5385 1000000
117 3594 1000000
1870 4795 -213709
2680 6890 1000000
4422 4170 1000000
3699 5666 -217085
4550 5822 1000000
1780 9478 1000000
8415 7824 1000000
235 8706 1000000
9281 5822 1000000
5240 5822 1000000
8068 4170 1000000
99 5385 1000000
7800 5385 1000000
8037 9478 1000000
2610 4170 1000000
8685 3594 1000000
5458 9478 1000000
165 9478 1000000
665 3330 -219421
5862 7824 1000000
9861 9205 1000000
2271 5432 -215480
7641 7824 1000000
8426 5822 1000000
447 9478 1000000
6938 5822 1000000
3152 4449 -214674
7604 9478 1000000
1638 4170 1000000
6423 9478 1000000
1194 7824 1000000
8740 4170 1000000
1600 5822 1000000
6452 4170 1000000
4280 6890 1000000
9221 8706 1000000
7957 9478 1000000
9035 4170 1000000
3696 2919 -218056
8103 7824 1000000
9928 7824 1000000
510 8706 1000000
4466 5822 1000000
884 3594 1000000
1113 5822 1000000
3692 5822 1000000
6827 9205 1000000
4132 5385 1000000
7129 8706 1000000
7041 9478 1000000
605 5385 1000000
1683 6890 1000000
8880 3594 1000000
8083 6890 1000000
5599 8706 1000000
1365 5385 1000000
9882 8706 1000000
5329 9205 1000000
1815 3594 1000000
9970 7824 1000000
9656 5283 -214677
7925 4170 1000000
4179 7824 1000000
1103 8706 1000000
9472 5822 1000000
2607 4170 1000000
7661 9478 1000000
439 3594 1000000
4993 3594 1000000
7844 9205 1000000
274 5013 -214191
7864 7824 1000000
8551 1611 -214969
1792 3594 1000000
4272 9205 1000000
5045 7824 1000000
1293 9478 1000000
9181 4170 1000000
9846 7824 1000000
6098 5385 1000000
1279 3594 1000000
8909 3594 1000000
411 5385 1000000
2979 4170 1000000
5186 6459 -218384
3158 3594 1000000
5522 9277 -214062
7862 5822 1000000
5220 6890 1000000
7653 3594 1000000
3926 5822 1000000
5265 3195 -217652
5013 9478 1000000
9500 6890 1000000
7268 5385 1000000
7124 9478 1000000
9844 6890 1000000
4942 9205 1000000
6943 3594 1000000
7077 9478 1000000
2528 9205 1000000
7680 7824 1000000
6224 7824 1000000
987 3594 1000000
4147 9478 1000000
9667 7824 1000000
7779 9205 1000000
733 7824 1000000
2461 3594 1000000
517 7824 1000000
2068 5822 1000000
1331 5822 1000000
3517 5822 1000000
7496 5822 1000000
2184 6890 1000000
2411 4170 1000000
4066 6890 1000000
1199 9205 1000000
7702 8706 1000000
5204 9478 1000000
6665 8706 1000000
7951 5385 1000000
5859 6890 1000000
4020 6890 1000000
9060 5385 1000000
5671 7413 -211148
653 7824 1000000
8232 9478 1000000
5048 3594 1000000
2767 1383 -218421
8922 1135 -211780
3292 5851 -209992
3334 7824 1000000
3814 6890 1000000
8411 7824 1000000
4677 6890 1000000
2482 9205 1000000
6926 9478 1000000
8223 7824 1000000
8615 5385 1000000
5099 8706 1000000
4990 8706 1000000
9084 6890 1000000
5465 4170 1000000
399 9478 1000000
6120 5649 -218518
4552 5385 1000000
1843 9478 1000000
2385 5385 1000000
2372 9478 1000000
1688 5822 1000000
7142 5385 1000000
5189 5385 1000000
7300 5822 1000000
6212 9205 1000000
7244 4170 1000000
8479 8706 1000000
6359 6890 1000000
3072 8706 1000000
2529 9478 1000000
6367 8706 1000000
6445 4170 1000000
143 5385 1000000
8877 8706 1000000
7807 8706 1000000
5718 9205 1000000
9852 1728 -218838
202 6890 1000000
5584 9478 1000000
7742 4170 1000000
5996 693 -211864
7687 4961 -213059
5501 650 -210050
557 9478 1000000
2224 6890 1000000
2052 5385 1000000
8436 4170 1000000
525 221 -214879
2304 6163 -215895
3949 4170 1000000
7473 5822 1000000
4928 9205 1000000
4793 4044 -216891
9737 9205 1000000
4771 5385 1000000
243 8945 -218358
7544 4170 1000000
2548 5385 1000000
5283 6890 1000000
5087 3594 1000000
5728 8706 1000000
7582 9205 1000000
6520 9205 1000000
1460 9478 1000000
2533 8706 1000000
8281 5822 1000000
1209 9478 1000000
1939 7824 1000000
5964 3594 1000000
6724 8706 1000000
8725 5385 1000000
8402 9478 1000000
5050 8706 1000000
5176 4170 1000000
2173 9205 1000000
6506 6890 1000000
1711 7824 1000000
9659 8612 -216838
1007 5822 1000000
7360 9478 1000000
9847 9205 1000000
4250 8706 1000000
3666 5822 1000000
5069 9478 1000000
8430 4170 1000000
9253 8706 1000000
5689 4170 1000000
5105 9205 1000000
5185 6890 1000000
6957 3594 1000000
1394 8706 1000000
2074 9478 1000000
1399 5822 1000000
3931 4170 1000000
6436 9478 1000000
6699 3594 1000000
9597 9478 1000000
